1.206e-05,-7.2,-0.184
1.208e-05,-7.2,-0.176
1.21e-05,-7.28,-0.184
1.212e-05,-7.2,-0.176
1.214e-05,-7.2,-0.192
1.216e-05,-7.28,-0.184
1.218e-05,-7.2,-0.184
1.22e-05,-7.2,-0.192
1.222e-05,-7.2,-0.184
1.224e-05,-7.28,-0.192
1.226e-05,-7.2,-0.2
1.228e-05,-7.2,-0.192
1.23e-05,-7.2,-0.2
1.232e-05,-7.28,-0.192
1.234e-05,-7.2,-0.192
1.236e-05,-7.28,-0.192
1.238e-05,-7.2,-0.192
1.24e-05,-7.12,-0.2
1.242e-05,-7.28,-0.192
1.244e-05,-7.28,-0.2
1.246e-05,-7.2,-0.2
1.248e-05,-7.2,-0.208
1.25e-05,-7.2,-0.2
1.252e-05,-7.28,-0.208
1.254e-05,-7.12,-0.208
1.256e-05,-7.2,-0.216
1.258e-05,-7.28,-0.208
1.26e-05,-7.28,-0.216
1.262e-05,-7.2,-0.208
1.264e-05,-7.28,-0.208
1.266e-05,-7.2,-0.216
1.268e-05,-7.28,-0.208
1.27e-05,-7.28,-0.208
1.272e-05,-7.28,-0.224
1.274e-05,-7.28,-0.224
1.276e-05,-7.28,-0.224
1.278e-05,-7.28,-0.224
1.28e-05,-7.28,-0.224
1.282e-05,-7.2,-0.224
1.284e-05,-7.2,-0.224
1.286e-05,-7.28,-0.224
1.288e-05,-7.12,-0.232
1.29e-05,-7.12,-0.224
1.292e-05,-7.2,-0.232
1.294e-05,-7.2,-0.24
1.296e-05,-7.28,-0.232
1.298e-05,-7.28,-0.24
1.3e-05,-7.2,-0.232
1.302e-05,-7.2,-0.24
1.304e-05,-7.2,-0.24
1.306e-05,-7.2,-0.24
1.308e-05,-7.2,-0.232
1.31e-05,-7.2,-0.24
1.312e-05,-7.2,-0.24
1.314e-05,-7.28,-0.248
1.316e-05,-7.2,-0.248
1.318e-05,-7.2,-0.24
1.32e-05,-7.28,-0.24
1.322e-05,-7.2,-0.248
1.324e-05,-7.2,-0.248
1.326e-05,-7.2,-0.264
1.328e-05,-7.28,-0.248
1.33e-05,-7.28,-0.256
1.332e-05,-7.28,-0.256
1.334e-05,-7.28,-0.264
1.336e-05,-7.12,-0.256
1.338e-05,-7.28,-0.256
1.34e-05,-7.2,-0.248
1.342e-05,-7.28,-0.264
1.344e-05,-7.2,-0.248
1.346e-05,-7.28,-0.272
1.348e-05,-7.28,-0.272
1.35e-05,-7.28,-0.272
1.352e-05,-7.2,-0.272
1.354e-05,-7.28,-0.264
1.356e-05,-7.2,-0.272
1.358e-05,-7.2,-0.28
1.36e-05,-7.28,-0.28
1.362e-05,-7.2,-0.288
1.364e-05,-7.28,-0.288
1.366e-05,-7.2,-0.272
1.368e-05,-7.2,-0.28
1.37e-05,-7.2,-0.28
1.372e-05,-7.28,-0.28
1.374e-05,-7.2,-0.288
1.376e-05,-7.28,-0.288
1.378e-05,-7.28,-0.28
1.38e-05,-7.28,-0.296
1.382e-05,-7.12,-0.28
1.384e-05,-7.2,-0.296
1.386e-05,-7.2,-0.288
1.388e-05,-7.28,-0.296
1.39e-05,-7.28,-0.288
1.392e-05,-7.28,-0.296
1.394e-05,-7.28,-0.296
1.396e-05,-7.28,-0.288
1.398e-05,-7.28,-0.296
1.4e-05,-7.28,-0.296
1.402e-05,-7.12,-0.296
1.404e-05,-7.28,-0.312
1.406e-05,-7.2,-0.312
1.408e-05,-7.28,-0.312
1.41e-05,-7.28,-0.312
1.412e-05,-7.28,-0.304
1.414e-05,-7.28,-0.304
1.416e-05,-7.28,-0.304
1.418e-05,-7.2,-0.304
1.42e-05,-7.2,-0.312
1.422e-05,-7.28,-0.312
1.424e-05,-7.28,-0.32
1.426e-05,-7.28,-0.312
1.428e-05,-7.28,-0.32
1.43e-05,-7.28,-0.296
1.432e-05,-7.28,-0.32
1.434e-05,-7.2,-0.32
1.436e-05,-7.28,-0.32
1.438e-05,-7.28,-0.336
1.44e-05,-7.28,-0.312
1.442e-05,-7.36,-0.32
1.444e-05,-7.2,-0.328
1.446e-05,-7.28,-0.328
1.448e-05,-7.28,-0.32
1.45e-05,-7.28,-0.336
1.452e-05,-7.2,-0.344
1.454e-05,-7.2,-0.336
1.456e-05,-7.28,-0.336
1.458e-05,-7.2,-0.344
1.46e-05,-7.28,-0.32
1.462e-05,-7.28,-0.336
1.464e-05,-7.28,-0.336
1.466e-05,-7.28,-0.328
1.468e-05,-7.28,-0.336
1.47e-05,-7.2,-0.336
1.472e-05,-7.2,-0.352
1.474e-05,-7.28,-0.352
1.476e-05,-7.28,-0.344
1.478e-05,-7.2,-0.352
1.48e-05,-7.28,-0.344
1.482e-05,-7.28,-0.344
1.484e-05,-7.28,-0.344
1.486e-05,-7.36,-0.352
1.488e-05,-7.2,-0.352
1.49e-05,-7.28,-0.352
1.492e-05,-7.2,-0.36
1.494e-05,-7.28,-0.352
1.496e-05,-7.2,-0.36
1.498e-05,-7.28,-0.376
1.5e-05,-7.2,-0.352
1.502e-05,-7.28,-0.36
1.504e-05,-7.28,-0.36
1.506e-05,-7.28,-0.352
1.508e-05,-7.2,-0.376
1.51e-05,-7.28,-0.368
1.512e-05,-7.36,-0.368
1.514e-05,-7.2,-0.368
1.516e-05,-7.28,-0.376
1.518e-05,-7.28,-0.368
1.52e-05,-7.2,-0.376
1.522e-05,-7.28,-0.368
1.524e-05,-7.28,-0.368
1.526e-05,-7.2,-0.368
1.528e-05,-7.28,-0.376
1.53e-05,-7.2,-0.384
1.532e-05,-7.2,-0.384
1.534e-05,-7.2,-0.384
1.536e-05,-7.28,-0.384
1.538e-05,-7.28,-0.392
1.54e-05,-7.2,-0.376
1.542e-05,-7.36,-0.368
1.544e-05,-7.2,-0.392
1.546e-05,-7.28,-0.384
1.548e-05,-7.36,-0.392
1.55e-05,-7.2,-0.392
1.552e-05,-7.2,-0.384
1.554e-05,-7.36,-0.392
1.556e-05,-7.28,-0.4
1.558e-05,-7.28,-0.392
1.56e-05,-7.2,-0.392
1.562e-05,-7.28,-0.4
1.564e-05,-7.28,-0.384
1.566e-05,-7.28,-0.4
1.568e-05,-7.28,-0.408
1.57e-05,-7.2,-0.4
1.572e-05,-7.28,-0.408
1.574e-05,-7.28,-0.408
1.576e-05,-7.28,-0.4
1.578e-05,-7.28,-0.4
1.58e-05,-7.2,-0.408
1.582e-05,-7.28,-0.408
1.584e-05,-7.28,-0.416
1.586e-05,-7.28,-0.416
1.588e-05,-7.28,-0.4
1.59e-05,-7.28,-0.408
1.592e-05,-7.28,-0.416
1.594e-05,-7.2,-0.408
1.596e-05,-7.28,-0.424
1.598e-05,-7.28,-0.424
1.6e-05,-7.12,-0.416
1.602e-05,-7.28,-0.424
1.604e-05,-7.2,-0.424
1.606e-05,-7.2,-0.416
1.608e-05,-7.2,-0.432
1.61e-05,0.32,-0.432
1.612e-05,4.88,-0.384
1.614e-05,6.32,-0.408
1.616e-05,8.24,-0.448
1.618e-05,6.64,-0.392
1.62e-05,7.36,-0.4
1.622e-05,7.52,-0.432
1.624e-05,6.96,-0.384
1.626e-05,7.52,-0.392
1.628e-05,7.2,-0.408
1.63e-05,7.12,-0.392
1.632e-05,7.36,-0.392
1.634e-05,7.2,-0.416
1.636e-05,7.2,-0.384
1.638e-05,7.28,-0.376
1.64e-05,7.28,-0.408
1.642e-05,7.12,-0.384
1.644e-05,7.2,-0.384
1.646e-05,7.2,-0.392
1.648e-05,7.28,-0.376
1.65e-05,7.2,-0.376
1.652e-05,7.12,-0.392
1.654e-05,7.28,-0.368
1.656e-05,7.2,-0.368
1.658e-05,7.28,-0.376
1.66e-05,7.28,-0.376
1.662e-05,7.2,-0.36
1.664e-05,7.2,-0.376
1.666e-05,7.12,-0.36
1.668e-05,7.2,-0.36
1.67e-05,7.2,-0.368
1.672e-05,7.28,-0.368
1.674e-05,7.2,-0.36
1.676e-05,7.28,-0.376
1.678e-05,7.2,-0.368
1.68e-05,7.2,-0.344
1.682e-05,7.2,-0.352
1.684e-05,7.28,-0.36
1.686e-05,7.28,-0.336
1.688e-05,7.2,-0.344
1.69e-05,7.2,-0.36
1.692e-05,7.12,-0.344
1.694e-05,7.2,-0.36
1.696e-05,7.28,-0.352
1.698e-05,7.2,-0.336
1.7e-05,7.2,-0.344
1.702e-05,7.12,-0.344
1.704e-05,7.2,-0.328
1.706e-05,7.28,-0.336
1.708e-05,7.2,-0.336
1.71e-05,7.12,-0.328
1.712e-05,7.2,-0.328
1.714e-05,7.2,-0.344
1.716e-05,7.2,-0.328
1.718e-05,7.2,-0.336
1.72e-05,7.12,-0.336
1.722e-05,7.12,-0.32
1.724e-05,7.12,-0.304
1.726e-05,7.12,-0.328
1.728e-05,7.12,-0.312
1.73e-05,7.2,-0.32
1.732e-05,7.28,-0.328
1.734e-05,7.2,-0.32
1.736e-05,7.28,-0.312
1.738e-05,7.28,-0.312
1.74e-05,7.2,-0.304
1.742e-05,7.2,-0.312
1.744e-05,7.2,-0.32
1.746e-05,7.2,-0.312
1.748e-05,7.28,-0.304
1.75e-05,7.2,-0.296
1.752e-05,7.28,-0.312
1.754e-05,7.12,-0.312
1.756e-05,7.12,-0.304
1.758e-05,7.12,-0.304
1.76e-05,7.2,-0.304
1.762e-05,7.2,-0.296
1.764e-05,7.12,-0.296
1.766e-05,7.12,-0.304
1.768e-05,7.2,-0.296
1.77e-05,7.2,-0.288
1.772e-05,7.2,-0.296
1.774e-05,7.2,-0.288
1.776e-05,7.12,-0.288
1.778e-05,7.12,-0.288
1.78e-05,7.2,-0.288
1.782e-05,7.2,-0.28
1.784e-05,7.2,-0.28
1.786e-05,7.12,-0.288
1.788e-05,7.2,-0.28
1.79e-05,7.12,-0.272
1.792e-05,7.12,-0.28
1.794e-05,7.28,-0.272
1.796e-05,7.2,-0.28
1.798e-05,7.28,-0.28
1.8e-05,7.2,-0.272
1.802e-05,7.2,-0.28
1.804e-05,7.2,-0.272
1.806e-05,7.2,-0.264
1.808e-05,7.12,-0.256
1.81e-05,7.28,-0.264
1.812e-05,7.04,-0.256
1.814e-05,7.2,-0.264
1.816e-05,7.2,-0.256
1.818e-05,7.2,-0.264
1.82e-05,7.12,-0.264
1.822e-05,7.2,-0.256
1.824e-05,7.12,-0.256
1.826e-05,7.12,-0.24
1.828e-05,7.2,-0.248
1.83e-05,7.12,-0.24
1.832e-05,7.28,-0.232
1.834e-05,7.12,-0.24
1.836e-05,7.2,-0.24
1.838e-05,7.28,-0.256
1.84e-05,7.12,-0.248
1.842e-05,7.28,-0.248
1.844e-05,7.12,-0.24
1.846e-05,7.12,-0.232
1.848e-05,7.2,-0.24
1.85e-05,7.12,-0.232
1.852e-05,7.2,-0.224
1.854e-05,7.12,-0.232
1.856e-05,7.28,-0.232
1.858e-05,7.12,-0.232
1.86e-05,7.12,-0.224
1.862e-05,7.2,-0.216
1.864e-05,7.12,-0.224
1.866e-05,7.12,-0.216
1.868e-05,7.12,-0.224
1.87e-05,7.12,-0.224
1.872e-05,7.2,-0.224
1.874e-05,7.12,-0.224
1.876e-05,7.2,-0.216
1.878e-05,7.2,-0.224
1.88e-05,7.12,-0.216
1.882e-05,7.12,-0.216
1.884e-05,7.12,-0.2
1.886e-05,7.12,-0.208
1.888e-05,7.2,-0.208
1.89e-05,7.2,-0.208
1.892e-05,7.2,-0.208
1.894e-05,7.2,-0.2
1.896e-05,7.2,-0.2
1.898e-05,7.2,-0.208
1.9e-05,7.12,-0.2
1.902e-05,7.2,-0.192
1.904e-05,7.28,-0.192
1.906e-05,7.04,-0.192
1.908e-05,7.2,-0.192
1.91e-05,7.2,-0.2
1.912e-05,7.12,-0.184
1.914e-05,7.04,-0.192
1.916e-05,7.12,-0.184
1.918e-05,7.2,-0.2
1.92e-05,7.04,-0.184
1.922e-05,7.2,-0.176
1.924e-05,7.28,-0.176
1.926e-05,7.2,-0.184
1.928e-05,7.2,-0.176
1.93e-05,7.12,-0.184
1.932e-05,7.2,-0.184
1.934e-05,7.2,-0.16
1.936e-05,7.2,-0.168
1.938e-05,7.2,-0.176
1.94e-05,7.2,-0.176
1.942e-05,7.28,-0.176
1.944e-05,7.12,-0.184
1.946e-05,7.28,-0.176
1.948e-05,7.2,-0.168
1.95e-05,7.2,-0.168
1.952e-05,7.2,-0.16
1.954e-05,7.12,-0.16
1.956e-05,7.2,-0.152
1.958e-05,7.2,-0.168
1.96e-05,7.12,-0.152
1.962e-05,7.2,-0.176
1.964e-05,7.2,-0.16
1.966e-05,7.12,-0.168
1.968e-05,7.28,-0.168
1.97e-05,7.2,-0.152
1.972e-05,7.12,-0.152
1.974e-05,7.12,-0.144
1.976e-05,7.12,-0.144
1.978e-05,7.28,-0.144
1.98e-05,7.12,-0.144
1.982e-05,7.2,-0.144
1.984e-05,7.2,-0.144
1.986e-05,7.2,-0.136
1.988e-05,7.2,-0.136
1.99e-05,7.2,-0.128
1.992e-05,7.2,-0.136
1.994e-05,7.12,-0.128
1.996e-05,7.28,-0.128
1.998e-05,7.2,-0.136
2e-05,7.12,-0.128
2.002e-05,7.2,-0.144
2.004e-05,7.2,-0.144
2.006e-05,7.12,-0.128
2.008e-05,7.2,-0.12
2.01e-05,7.12,-0.12
2.012e-05,7.2,-0.12
2.014e-05,7.2,-0.112
2.016e-05,7.2,-0.12
2.018e-05,7.12,-0.12
2.02e-05,7.2,-0.112
2.022e-05,7.2,-0.12
2.024e-05,7.12,-0.104
2.026e-05,7.2,-0.112
2.028e-05,7.12,-0.112
2.03e-05,7.12,-0.104
2.032e-05,7.2,-0.112
2.034e-05,7.2,-0.104
2.036e-05,7.2,-0.104
2.038e-05,7.12,-0.112
2.04e-05,7.12,-0.104
2.042e-05,7.12,-0.096
2.044e-05,7.12,-0.104
2.046e-05,7.28,-0.104
2.048e-05,7.2,-0.096
2.05e-05,7.12,-0.08
2.052e-05,7.12,-0.096
2.054e-05,7.2,-0.08
2.056e-05,7.04,-0.096
2.058e-05,7.04,-0.088
2.06e-05,7.2,-0.096
2.062e-05,7.04,-0.088
2.064e-05,7.2,-0.088
2.066e-05,7.2,-0.08
2.068e-05,7.2,-0.088
2.07e-05,7.2,-0.088
2.072e-05,7.2,-0.072
2.074e-05,7.2,-0.088
2.076e-05,7.2,-0.072
2.078e-05,7.2,-0.072
2.08e-05,7.12,-0.08
2.082e-05,7.2,-0.072
2.084e-05,7.12,-0.072
2.086e-05,7.12,-0.072
2.088e-05,7.2,-0.08
2.09e-05,7.2,-0.072
2.092e-05,7.2,-0.072
2.094e-05,7.12,-0.064
2.096e-05,7.12,-0.064
2.098e-05,7.28,-0.064
2.1e-05,7.2,-0.056
2.102e-05,7.28,-0.056
2.104e-05,7.12,-0.056
2.106e-05,7.12,-0.072
2.108e-05,7.2,-0.072
2.11e-05,7.2,-0.064
2.112e-05,7.12,-0.056
2.114e-05,7.2,-0.056
2.116e-05,7.2,-0.064
2.118e-05,7.2,-0.048
2.12e-05,7.2,-0.04
2.122e-05,7.12,-0.048
2.124e-05,7.2,-0.048
2.126e-05,7.12,-0.056
2.128e-05,7.2,-0.04
2.13e-05,7.2,-0.04
2.132e-05,7.12,-0.032
2.134e-05,7.2,-0.04
2.136e-05,7.12,-0.04
2.138e-05,7.2,-0.032
2.14e-05,7.2,-0.032
2.142e-05,7.12,-0.04
2.144e-05,7.28,-0.032
2.146e-05,7.12,-0.032
2.148e-05,7.2,-0.032
2.15e-05,7.2,-0.032
2.152e-05,7.2,-0.024
2.154e-05,7.04,-0.016
2.156e-05,7.2,-0.024
2.158e-05,7.12,-0.008
2.16e-05,7.12,-0.024
2.162e-05,7.2,-0.016
2.164e-05,7.12,-0.024
2.166e-05,7.2,-0.032
2.168e-05,7.2,-0.024
2.17e-05,7.04,-0.024
2.172e-05,7.12,-0.016
2.174e-05,7.2,-0.008
2.176e-05,7.2,0
2.178e-05,7.12,0
2.18e-05,7.2,0
2.182e-05,7.12,-0.016
2.184e-05,7.2,-0.016
2.186e-05,7.2,-0.008
2.188e-05,7.2,0
2.19e-05,7.2,0
2.192e-05,7.2,0
2.194e-05,7.2,0.008
2.196e-05,7.12,0.008
2.198e-05,7.12,0
2.2e-05,7.2,0
2.202e-05,7.2,0
2.204e-05,7.2,0.008
2.206e-05,7.12,0.016
2.208e-05,7.12,0.008
2.21e-05,7.2,0.008
2.212e-05,7.12,0.016
2.214e-05,7.2,0.016
2.216e-05,7.2,0.016
2.218e-05,7.2,0.016
2.22e-05,7.12,0.024
2.222e-05,7.12,0.024
2.224e-05,7.28,0.016
2.226e-05,7.12,0.024
2.228e-05,7.2,0.016
2.23e-05,7.28,0.016
2.232e-05,7.28,0.024
2.234e-05,7.28,0.032
2.236e-05,7.04,0.032
2.238e-05,7.12,0.024
2.24e-05,7.2,0.032
2.242e-05,7.2,0.024
2.244e-05,7.2,0.032
2.246e-05,7.2,0.04
2.248e-05,7.2,0.032
2.25e-05,7.2,0.04
2.252e-05,7.28,0.048
2.254e-05,7.2,0.048
2.256e-05,7.2,0.032
2.258e-05,7.2,0.04
2.26e-05,7.28,0.048
2.262e-05,7.12,0.048
2.264e-05,7.2,0.04
2.266e-05,7.2,0.048
2.268e-05,7.2,0.04
2.27e-05,7.2,0.048
2.272e-05,7.2,0.056
2.274e-05,7.12,0.056
2.276e-05,7.12,0.056
2.278e-05,7.2,0.064
2.28e-05,7.12,0.064
2.282e-05,7.12,0.064
2.284e-05,7.12,0.064
2.286e-05,7.12,0.064
2.288e-05,7.2,0.064
2.29e-05,7.28,0.064
2.292e-05,7.2,0.056
2.294e-05,7.2,0.064
2.296e-05,7.2,0.072
2.298e-05,7.2,0.072
2.3e-05,7.2,0.08
2.302e-05,7.2,0.088
2.304e-05,7.12,0.08
2.306e-05,7.2,0.072
2.308e-05,7.28,0.088
2.31e-05,7.2,0.072
2.312e-05,7.12,0.08
2.314e-05,7.2,0.072
2.316e-05,7.2,0.08
2.318e-05,7.12,0.104
2.32e-05,7.28,0.096
2.322e-05,7.2,0.08
2.324e-05,7.12,0.08
2.326e-05,7.2,0.088
2.328e-05,7.12,0.088
2.33e-05,7.2,0.088
2.332e-05,7.12,0.088
2.334e-05,7.28,0.096
2.336e-05,7.2,0.096
2.338e-05,7.28,0.104
2.34e-05,7.2,0.096
2.342e-05,7.2,0.104
2.344e-05,7.2,0.12
2.346e-05,7.2,0.088
2.348e-05,7.12,0.104
2.35e-05,7.12,0.104
2.352e-05,7.2,0.104
2.354e-05,7.28,0.112
2.356e-05,7.2,0.112
2.358e-05,7.12,0.096
2.36e-05,7.2,0.112
2.362e-05,7.2,0.112
2.364e-05,7.12,0.112
2.366e-05,7.28,0.12
2.368e-05,7.2,0.12
2.37e-05,7.2,0.12
2.372e-05,7.2,0.12
2.374e-05,7.2,0.12
2.376e-05,7.28,0.12
2.378e-05,7.2,0.136
2.38e-05,7.2,0.128
2.382e-05,7.2,0.128
2.384e-05,7.2,0.12
2.386e-05,7.2,0.128
2.388e-05,7.2,0.12
2.39e-05,7.2,0.136
2.392e-05,7.28,0.128
2.394e-05,7.2,0.128
2.396e-05,7.2,0.136
2.398e-05,7.2,0.136
2.4e-05,7.2,0.144
2.402e-05,7.28,0.136
2.404e-05,7.2,0.128
2.406e-05,7.2,0.128
2.408e-05,7.2,0.136
2.41e-05,7.2,0.152
2.412e-05,7.12,0.144
2.414e-05,7.12,0.136
2.416e-05,7.28,0.144
2.418e-05,7.28,0.144
2.42e-05,7.2,0.152
2.422e-05,7.28,0.152
2.424e-05,7.12,0.152
2.426e-05,7.2,0.152
2.428e-05,7.2,0.168
2.43e-05,7.28,0.168
2.432e-05,7.28,0.152
2.434e-05,7.12,0.152
2.436e-05,7.2,0.16
2.438e-05,7.2,0.176
2.44e-05,7.2,0.16
2.442e-05,7.2,0.168
2.444e-05,7.2,0.168
2.446e-05,7.2,0.168
2.448e-05,7.2,0.176
2.45e-05,7.28,0.184
2.452e-05,7.2,0.16
2.454e-05,7.12,0.168
2.456e-05,7.28,0.168
2.458e-05,7.2,0.176
2.46e-05,7.12,0.176
2.462e-05,7.2,0.168
2.464e-05,7.2,0.176
2.466e-05,7.2,0.176
2.468e-05,7.2,0.184
2.47e-05,7.28,0.184
2.472e-05,7.2,0.184
2.474e-05,7.2,0.184
2.476e-05,7.2,0.184
2.478e-05,7.2,0.184
2.48e-05,7.12,0.184
2.482e-05,7.2,0.192
2.484e-05,7.12,0.192
2.486e-05,7.2,0.184
2.488e-05,7.28,0.192
2.49e-05,7.28,0.192
2.492e-05,7.2,0.2
2.494e-05,7.12,0.192
2.496e-05,7.28,0.2
2.498e-05,7.2,0.2
2.5e-05,7.2,0.2
2.502e-05,7.2,0.208
2.504e-05,7.28,0.216
2.506e-05,7.2,0.208
2.508e-05,7.12,0.208
2.51e-05,7.2,0.208
2.512e-05,7.28,0.2
2.514e-05,7.2,0.2
2.516e-05,7.12,0.224
2.518e-05,7.2,0.208
2.52e-05,7.2,0.216
2.522e-05,7.12,0.216
2.524e-05,7.2,0.224
2.526e-05,7.2,0.216
2.528e-05,7.2,0.224
2.53e-05,7.2,0.216
2.532e-05,7.2,0.216
2.534e-05,7.2,0.232
2.536e-05,7.28,0.216
2.538e-05,7.12,0.224
2.54e-05,7.28,0.224
2.542e-05,7.2,0.24
2.544e-05,7.28,0.224
2.546e-05,7.2,0.232
2.548e-05,7.12,0.224
2.55e-05,7.2,0.224
2.552e-05,7.28,0.224
2.554e-05,7.2,0.232
2.556e-05,7.2,0.232
2.558e-05,7.2,0.24
2.56e-05,7.2,0.24
2.562e-05,7.2,0.24
2.564e-05,7.2,0.24
2.566e-05,7.12,0.248
2.568e-05,7.28,0.256
2.57e-05,7.2,0.256
2.572e-05,7.2,0.256
2.574e-05,7.12,0.256
2.576e-05,7.28,0.248
2.578e-05,7.12,0.248
2.58e-05,7.28,0.24
2.582e-05,7.2,0.248
2.584e-05,7.2,0.256
2.586e-05,7.2,0.256
2.588e-05,7.28,0.264
2.59e-05,7.28,0.256
2.592e-05,7.2,0.264
2.594e-05,7.2,0.256
2.596e-05,7.2,0.256
2.598e-05,7.28,0.264
2.6e-05,7.2,0.264
2.602e-05,7.2,0.264
2.604e-05,7.2,0.272
2.606e-05,7.2,0.272
2.608e-05,7.2,0.288
2.61e-05,7.2,0.272
2.612e-05,7.12,0.272
2.614e-05,7.12,0.264
2.616e-05,7.2,0.28
2.618e-05,7.2,0.288
2.62e-05,7.2,0.28
2.622e-05,7.04,0.272
2.624e-05,7.2,0.28
2.626e-05,7.2,0.28
2.628e-05,7.2,0.288
2.63e-05,7.28,0.288
2.632e-05,7.2,0.28
2.634e-05,7.12,0.288
2.636e-05,7.2,0.288
2.638e-05,7.2,0.288
2.64e-05,7.28,0.28
2.642e-05,7.12,0.28
2.644e-05,7.12,0.296
2.646e-05,7.2,0.288
2.648e-05,7.36,0.304
2.65e-05,7.2,0.296
2.652e-05,7.2,0.288
2.654e-05,7.2,0.304
2.656e-05,7.12,0.288
2.658e-05,7.2,0.288
2.66e-05,7.12,0.288
2.662e-05,7.2,0.296
2.664e-05,7.2,0.304
2.666e-05,7.2,0.304
2.668e-05,7.2,0.312
2.67e-05,7.2,0.312
2.672e-05,7.2,0.32
2.674e-05,7.2,0.312
2.676e-05,7.2,0.312
2.678e-05,7.28,0.312
2.68e-05,7.2,0.312
2.682e-05,7.2,0.32
2.684e-05,7.28,0.312
2.686e-05,7.28,0.304
2.688e-05,7.2,0.32
2.69e-05,7.28,0.328
2.692e-05,7.28,0.328
2.694e-05,7.2,0.328
2.696e-05,7.36,0.328
2.698e-05,7.2,0.328
2.7e-05,7.2,0.328
2.702e-05,7.2,0.328
2.704e-05,7.28,0.32
2.706e-05,7.2,0.328
2.708e-05,7.2,0.336
2.71e-05,7.2,0.328
2.712e-05,7.2,0.336
2.714e-05,7.2,0.344
2.716e-05,7.2,0.336
2.718e-05,7.2,0.336
2.72e-05,7.12,0.336
2.722e-05,7.2,0.336
2.724e-05,7.2,0.344
2.726e-05,7.2,0.344
2.728e-05,7.2,0.352
2.73e-05,7.2,0.352
2.732e-05,7.28,0.352
2.734e-05,7.28,0.352
2.736e-05,7.2,0.352
2.738e-05,7.28,0.352
2.74e-05,7.28,0.36
2.742e-05,7.2,0.352
2.744e-05,7.2,0.344
2.746e-05,7.2,0.352
2.748e-05,7.2,0.352
2.75e-05,7.28,0.352
2.752e-05,7.2,0.368
2.754e-05,7.2,0.352
2.756e-05,7.2,0.352
2.758e-05,7.12,0.36
2.76e-05,7.28,0.36
2.762e-05,7.2,0.36
2.764e-05,7.12,0.36
2.766e-05,7.2,0.368
2.768e-05,7.2,0.368
2.77e-05,7.28,0.368
2.772e-05,7.2,0.376
2.774e-05,7.2,0.368
2.776e-05,7.2,0.376
2.778e-05,7.2,0.368
2.78e-05,7.28,0.368
2.782e-05,7.12,0.376
2.784e-05,7.2,0.368
2.786e-05,7.2,0.376
2.788e-05,7.28,0.376
2.79e-05,7.12,0.376
2.792e-05,7.2,0.384
2.794e-05,7.2,0.384
2.796e-05,7.12,0.392
2.798e-05,7.12,0.384
2.8e-05,7.12,0.384
2.802e-05,7.12,0.376
2.804e-05,7.2,0.368
2.806e-05,7.2,0.392
2.808e-05,7.2,0.392
2.81e-05,7.04,0.392
2.812e-05,7.2,0.392
2.814e-05,7.12,0.392
2.816e-05,7.2,0.416
2.818e-05,7.28,0.4
2.82e-05,7.12,0.392
2.822e-05,7.28,0.4
2.824e-05,7.2,0.4
2.826e-05,7.2,0.408
2.828e-05,7.2,0.416
2.83e-05,7.12,0.408
2.832e-05,7.28,0.416
2.834e-05,7.12,0.416
2.836e-05,7.2,0.408
2.838e-05,7.2,0.416
